Date,Price,High,Low,Vol.
2/4/2022,"2,750.26","2,751.80","2,712.87",536.15M
2/3/2022,"2,707.82","2,735.34","2,702.78",435.71M
1/28/2022,"2,663.34","2,668.59","2,591.53",434.19M
1/27/2022,"2,614.49","2,722.86","2,614.49",487.73M
1/26/2022,"2,709.24","2,744.14","2,708.10",472.65M
1/25/2022,"2,720.39","2,789.62","2,703.99",639.96M
1/24/2022,"2,792.00","2,828.11","2,780.68",473.99M
1/21/2022,"2,834.29","2,847.95","2,817.11",532.75M
1/20/2022,"2,862.68","2,862.70","2,830.97",395.67M
1/19/2022,"2,842.28","2,871.79","2,832.18",463.83M
1/18/2022,"2,864.24","2,902.79","2,857.26",554.04M
1/17/2022,"2,890.10","2,919.67","2,875.98",593.26M
1/14/2022,"2,921.92","2,944.97","2,914.73",532.67M
1/13/2022,"2,962.09","2,982.14","2,958.39",604.87M
1/12/2022,"2,972.48","2,972.58","2,950.31",519.50M
1/11/2022,"2,927.38","2,943.57","2,909.82",566.17M
1/10/2022,"2,926.72","2,951.12","2,910.90",477.40M
1/7/2022,"2,954.89","2,959.03","2,933.10",546.17M
1/6/2022,"2,920.53","2,952.54","2,915.38",786.04M
1/5/2022,"2,953.97","2,986.20","2,936.73",787.35M
1/4/2022,"2,989.24","2,995.25","2,973.08",621.55M
1/3/2022,"2,988.77","3,010.77","2,979.42",435.82M
12/30/2021,"2,977.65","3,005.36","2,975.74",461.04M
12/29/2021,"2,993.29","3,007.72","2,988.67",545.83M
12/28/2021,"3,020.24","3,020.29","2,991.55",607.05M
12/27/2021,"2,999.55","3,017.31","2,999.30",475.36M
12/24/2021,"3,012.43","3,025.77","3,009.48",537.55M
12/23/2021,"2,998.17","3,000.70","2,980.91",483.84M
12/22/2021,"2,984.48","3,000.79","2,976.65",461.76M
12/21/2021,"2,975.03","2,984.56","2,955.90",410.98M
12/20/2021,"2,963.00","3,001.33","2,962.07",377.58M
12/17/2021,"3,017.73","3,017.73","2,984.19",451.82M
12/16/2021,"3,006.41","3,018.20","2,989.63",402.82M
12/15/2021,"2,989.39","2,992.30","2,973.00",432.87M
12/14/2021,"2,987.95","3,001.70","2,976.16",581.57M
12/13/2021,"3,001.66","3,043.83","3,000.51",375.83M
12/10/2021,"3,010.23","3,017.64","2,998.29",451.60M
12/9/2021,"3,029.57","3,029.57","3,001.55",513.44M
12/8/2021,"3,001.80","3,036.13","2,995.34",488.25M
12/7/2021,"2,991.72","2,992.31","2,960.90",541.37M
12/6/2021,"2,973.25","2,983.50","2,932.49",479.91M
12/3/2021,"2,968.33","2,975.44","2,927.55",486.75M
12/2/2021,"2,945.27","2,945.27","2,874.64",534.46M
12/1/2021,"2,899.72","2,905.74","2,837.03",563.93M
11/30/2021,"2,839.01","2,942.93","2,822.73",983.56M
11/29/2021,"2,909.32","2,930.22","2,890.78",844.40M
11/26/2021,"2,936.44","2,985.77","2,930.31",595.60M
11/25/2021,"2,980.27","2,996.74","2,973.24",595.97M
11/24/2021,"2,994.29","3,017.90","2,981.02",556.64M
11/23/2021,"2,997.33","3,016.36","2,992.14",524.23M
11/22/2021,"3,013.25","3,018.01","2,980.73",530.96M
11/19/2021,"2,971.02","2,974.64","2,948.07",657.09M
11/18/2021,"2,947.38","2,964.48","2,937.53",541.65M
11/17/2021,"2,962.42","3,004.67","2,957.70",541.49M
11/16/2021,"2,997.21","3,011.88","2,985.34",579.65M
11/15/2021,"2,999.52","3,003.71","2,979.96",639.40M
11/12/2021,"2,968.80","2,973.84","2,938.27",665.73M
11/11/2021,"2,924.92","2,925.19","2,903.72",572.86M
11/10/2021,"2,930.17","2,958.61","2,924.36",570.93M
11/9/2021,"2,962.46","2,987.28","2,949.17",708.77M
11/8/2021,"2,960.20","2,968.18","2,930.90",560.20M
11/5/2021,"2,969.27","3,003.53","2,953.96",688.03M
11/4/2021,"2,983.22","3,011.56","2,978.07",772.02M
11/3/2021,"2,975.71","3,020.87","2,969.01",658.65M
11/2/2021,"3,013.49","3,034.30","2,995.58",525.85M
11/1/2021,"2,978.94","2,991.81","2,976.87",475.38M
10/29/2021,"2,970.68","3,030.17","2,965.40",545.83M
10/28/2021,"3,009.55","3,034.42","3,009.55",617.26M
10/27/2021,"3,025.49","3,049.02","3,019.00",607.88M
10/26/2021,"3,049.08","3,051.65","3,030.53",564.56M
10/25/2021,"3,020.54","3,025.27","2,983.29",791.80M
10/22/2021,"3,006.16","3,018.70","2,996.26",695.27M
10/21/2021,"3,007.33","3,025.88","3,002.74",887.37M
10/20/2021,"3,013.13","3,047.24","3,012.97",680.33M
10/19/2021,"3,029.04","3,034.53","3,014.19",845.70M
10/18/2021,"3,006.68","3,021.17","2,990.44",926.37M
10/15/2021,"3,015.06","3,021.90","2,999.33",857.80M
10/14/2021,"2,988.64","2,988.97","2,962.33",617.17M
10/13/2021,"2,944.41","2,953.33","2,909.47",752.13M
10/12/2021,"2,916.38","2,950.94","2,901.51",660.18M
10/8/2021,"2,956.30","2,978.08","2,949.01",668.95M
10/7/2021,"2,959.46","2,961.53","2,927.60",595.38M
10/6/2021,"2,908.31","2,993.47","2,908.30",901.72M
10/5/2021,"2,962.17","2,998.17","2,940.59",840.56M
10/1/2021,"3,019.18","3,062.60","3,015.01",855.48M
9/30/2021,"3,068.82","3,079.43","3,046.43",885.82M
9/29/2021,"3,060.27","3,069.04","3,030.60",821.56M
9/28/2021,"3,097.92","3,134.46","3,095.72",894.91M
9/27/2021,"3,133.64","3,146.35","3,119.26",883.23M
9/24/2021,"3,125.24","3,146.86","3,119.40",753.22M
9/23/2021,"3,127.58","3,131.63","3,107.98",623.84M
9/17/2021,"3,140.51","3,142.13","3,112.51",589.24M
9/16/2021,"3,130.09","3,167.68","3,126.65",612.87M
9/15/2021,"3,153.40","3,164.01","3,138.80",616.56M
9/14/2021,"3,148.83","3,164.31","3,137.32",713.23M
9/13/2021,"3,127.86","3,139.13","3,109.01",732.27M
9/10/2021,"3,125.76","3,131.54","3,103.38",723.08M
9/9/2021,"3,114.70","3,158.60","3,111.49",927.37M
9/8/2021,"3,162.99","3,187.55","3,157.07",859.89M
9/7/2021,"3,187.42","3,201.76","3,176.81",760.16M
9/6/2021,"3,203.33","3,206.25","3,186.79",726.19M
9/3/2021,"3,201.06","3,203.08","3,181.64",641.51M
9/2/2021,"3,175.85","3,204.01","3,171.78",757.86M
9/1/2021,"3,207.02","3,215.13","3,185.80",746.71M
8/31/2021,"3,199.27","3,199.89","3,130.30",661.22M
8/30/2021,"3,144.19","3,164.87","3,132.77",602.86M
8/27/2021,"3,133.90","3,143.01","3,106.97",520.67M
8/26/2021,"3,128.53","3,159.37","3,121.04",727.72M
8/25/2021,"3,146.81","3,161.00","3,124.25",624.69M
8/24/2021,"3,138.30","3,142.58","3,115.23",586.53M
8/23/2021,"3,090.21","3,111.81","3,064.65",570.98M
8/20/2021,"3,060.51","3,122.09","3,049.03",672.09M
8/19/2021,"3,097.83","3,158.00","3,097.83",655.63M
8/18/2021,"3,158.93","3,175.88","3,124.56",622.79M
8/17/2021,"3,143.09","3,179.49","3,134.48",690.84M
8/13/2021,"3,171.29","3,209.72","3,146.76",696.47M
8/12/2021,"3,208.38","3,229.59","3,202.11",643.28M
8/11/2021,"3,220.62","3,250.21","3,217.65",618.09M
8/10/2021,"3,243.19","3,272.44","3,232.46",730.35M
8/9/2021,"3,260.42","3,275.15","3,251.74",707.65M
8/6/2021,"3,270.36","3,288.17","3,261.93",941.36M
8/5/2021,"3,276.13","3,296.17","3,273.33",680.94M
8/4/2021,"3,280.38","3,283.14","3,237.55",632.24M
8/3/2021,"3,237.14","3,237.14","3,213.20",653.51M
8/2/2021,"3,223.04","3,223.04","3,194.00",561.00M
7/30/2021,"3,202.32","3,234.66","3,202.32",687.86M
7/29/2021,"3,242.65","3,252.26","3,232.50",694.82M
7/28/2021,"3,236.86","3,243.21","3,210.90",868.60M
7/27/2021,"3,232.53","3,252.85","3,230.75",991.94M
7/26/2021,"3,224.95","3,265.99","3,224.95",826.07M
7/23/2021,"3,254.42","3,264.01","3,246.09",805.05M
7/22/2021,"3,250.21","3,253.75","3,235.17",712.98M
7/21/2021,"3,215.91","3,252.25","3,215.91",990.33M
7/20/2021,"3,232.70","3,234.80","3,214.42",979.67M
7/19/2021,"3,244.04","3,258.87","3,236.39",1.10B
7/16/2021,"3,276.91","3,282.89","3,259.32",1.07B
7/15/2021,"3,286.22","3,286.58","3,263.09",1.17B
7/14/2021,"3,264.81","3,270.09","3,250.45",908.95M
7/13/2021,"3,271.38","3,273.90","3,253.24",1.15B
7/12/2021,"3,246.47","3,251.45","3,227.51",1.14B
7/9/2021,"3,217.95","3,245.52","3,188.80",1.31B
7/8/2021,"3,252.68","3,295.71","3,252.41",1.52B
7/7/2021,"3,285.34","3,303.59","3,277.66",1.15B
7/6/2021,"3,305.21","3,313.51","3,295.44",1.03B
7/5/2021,"3,293.21","3,298.93","3,285.29",850.41M
7/2/2021,"3,281.78","3,295.68","3,278.19",1.02B
7/1/2021,"3,282.06","3,300.12","3,278.10",1.16B
6/30/2021,"3,296.68","3,305.73","3,288.63",1.61B
6/29/2021,"3,286.68","3,305.42","3,276.63",1.21B
6/28/2021,"3,301.89","3,311.69","3,291.30",1.43B
6/25/2021,"3,302.84","3,316.08","3,289.18",1.20B
6/24/2021,"3,286.10","3,292.27","3,277.85",1.30B
6/23/2021,"3,276.19","3,281.88","3,263.07",1.07B
6/22/2021,"3,263.88","3,267.63","3,245.79",1.67B
6/21/2021,"3,240.79","3,264.18","3,225.56",1.51B
6/18/2021,"3,267.93","3,275.76","3,262.58",1.63B
6/17/2021,"3,264.96","3,276.20","3,251.32",1.85B
6/16/2021,"3,278.68","3,281.96","3,256.68",2.35B
6/15/2021,"3,258.63","3,262.80","3,247.90",1.73B
6/14/2021,"3,252.13","3,254.49","3,238.51",1.66B
6/11/2021,"3,249.32","3,251.58","3,226.98",1.65B
6/10/2021,"3,224.64","3,235.39","3,210.31",1.90B
6/9/2021,"3,216.18","3,246.49","3,216.18",1.96B
6/8/2021,"3,247.83","3,264.67","3,242.56",1.95B
6/7/2021,"3,252.12","3,264.41","3,233.40",1.73B
6/4/2021,"3,240.08","3,246.19","3,218.67",1.39B
6/3/2021,"3,247.43","3,258.50","3,224.96",1.58B
6/2/2021,"3,224.23","3,241.07","3,216.10",1.50B
6/1/2021,"3,221.87","3,233.17","3,199.18",1.47B
5/31/2021,"3,203.92","3,204.29","3,179.87",1.12B
5/28/2021,"3,188.73","3,198.66","3,171.85",966.37M
5/27/2021,"3,165.51","3,173.86","3,142.37",1.08B
5/26/2021,"3,168.43","3,183.97","3,160.30",1.27B
5/25/2021,"3,171.32","3,173.10","3,148.30",612.98M
5/24/2021,"3,144.30","3,163.27","3,137.81",587.97M
5/21/2021,"3,156.42","3,198.01","3,149.46",797.26M
5/20/2021,"3,162.28","3,174.53","3,140.48",774.25M
5/18/2021,"3,173.05","3,176.40","3,135.38",786.14M
5/17/2021,"3,134.52","3,173.01","3,121.32",771.31M
5/14/2021,"3,153.32","3,162.31","3,131.35",836.40M
5/13/2021,"3,122.11","3,161.93","3,103.88",1.10B
5/12/2021,"3,161.66","3,212.83","3,138.04",1.42B
5/11/2021,"3,209.43","3,239.92","3,192.25",1.10B
5/10/2021,"3,249.30","3,255.90","3,201.46",1.01B
5/7/2021,"3,197.20","3,205.11","3,179.63",989.68M
5/6/2021,"3,178.74","3,178.74","3,133.64",1.24B
5/4/2021,"3,147.37","3,147.38","3,109.78",1.28B
5/3/2021,"3,127.20","3,174.26","3,120.70",1.04B
4/30/2021,"3,147.86","3,179.43","3,143.38",1.36B
4/29/2021,"3,174.07","3,200.41","3,161.06",1.22B
4/28/2021,"3,181.47","3,219.69","3,176.55",1.41B
4/27/2021,"3,215.42","3,223.05","3,203.25",1.53B
4/26/2021,"3,217.53","3,217.53","3,191.34",1.30B
4/23/2021,"3,186.10","3,188.70","3,146.54",2.25B
4/22/2021,"3,177.52","3,196.97","3,174.52",1.75B
4/21/2021,"3,171.66","3,214.24","3,165.49",1.77B
4/20/2021,"3,220.70","3,220.82","3,195.96",1.30B
4/19/2021,"3,198.84","3,214.45","3,193.40",1.06B
4/16/2021,"3,198.62","3,206.76","3,185.67",985.28M
4/15/2021,"3,194.33","3,204.48","3,178.99",1.31B
4/14/2021,"3,182.38","3,188.32","3,162.12",1.78B
4/13/2021,"3,169.08","3,173.26","3,136.99",1.74B
4/12/2021,"3,135.59","3,147.27","3,127.91",1.05B
4/9/2021,"3,131.88","3,156.04","3,125.24",1.82B
4/8/2021,"3,143.26","3,145.81","3,122.09",1.36B
4/7/2021,"3,137.41","3,146.19","3,125.33",1.98B
4/6/2021,"3,127.08","3,139.29","3,110.19",1.28B
4/5/2021,"3,120.83","3,127.20","3,101.86",1.08B
4/2/2021,"3,112.80","3,121.58","3,101.60",792.70M
4/1/2021,"3,087.40","3,090.88","3,069.68",922.68M
3/31/2021,"3,061.42","3,093.89","3,061.40",1.15B
3/30/2021,"3,070.00","3,074.57","3,038.44",1.02B
3/29/2021,"3,036.04","3,054.21","3,025.39",1.29B
3/26/2021,"3,041.01","3,041.86","3,012.79",1.04B
3/25/2021,"3,008.33","3,024.63","2,987.83",940.35M
3/24/2021,"2,996.35","3,006.54","2,971.04",978.43M
3/23/2021,"3,004.74","3,058.79","3,003.05",1.33B
3/22/2021,"3,035.46","3,048.11","3,019.60",915.74M
3/19/2021,"3,039.53","3,063.01","3,022.49",1.07B
3/18/2021,"3,066.01","3,090.19","3,054.93",1.23B
3/17/2021,"3,047.50","3,069.57","3,027.20",814.99M
3/16/2021,"3,067.17","3,071.54","3,049.23",1.12B
3/15/2021,"3,045.71","3,065.17","3,036.14",1.16B
3/12/2021,"3,054.39","3,061.43","3,030.73",1.67B
3/11/2021,"3,013.70","3,028.37","2,964.30",1.35B
3/10/2021,"2,958.12","3,013.95","2,951.53",905.65M
3/9/2021,"2,976.12","3,000.49","2,929.36",1.53B
3/8/2021,"2,996.11","3,055.65","2,992.64",1.93B
3/5/2021,"3,026.26","3,036.98","2,982.45",1.19B
3/4/2021,"3,043.49","3,076.88","3,022.54",1.28B
3/3/2021,"3,082.99","3,083.04","3,029.37",2.24B
3/2/2021,"3,043.87","3,096.50","3,020.74",1.75B
2/26/2021,"3,012.95","3,089.49","2,988.28",1.36B
2/25/2021,"3,099.69","3,099.80","3,026.47",1.28B
2/24/2021,"2,994.98","3,092.05","2,993.46",1.56B
2/23/2021,"3,070.09","3,094.29","3,035.46",2.36B
2/22/2021,"3,079.75","3,142.48","3,079.16",1.83B
2/19/2021,"3,107.62","3,109.67","3,040.28",3.46B
2/18/2021,"3,086.66","3,140.40","3,086.66",1.86B
2/17/2021,"3,133.73","3,162.95","3,115.48",1.78B
2/16/2021,"3,163.25","3,180.94","3,145.84",1.94B
2/15/2021,"3,147.00","3,156.56","3,108.70",1.60B
2/10/2021,"3,100.58","3,111.88","3,064.25",2.15B
2/9/2021,"3,084.67","3,129.66","3,084.67",2.15B
2/8/2021,"3,091.24","3,128.54","3,085.59",1.28B
2/5/2021,"3,120.63","3,124.62","3,081.78",1.19B
2/4/2021,"3,087.55","3,135.02","3,068.46",1.46B
2/3/2021,"3,129.68","3,142.26","3,091.85",901.79M
2/2/2021,"3,096.81","3,138.95","3,065.56",887.31M
2/1/2021,"3,056.53","3,056.87","2,947.24",969.26M
1/29/2021,"2,976.21","3,100.22","2,962.70",995.07M
1/28/2021,"3,069.05","3,114.98","3,046.64",1.31B
1/27/2021,"3,122.56","3,182.53","3,118.89",924.58M
1/26/2021,"3,140.31","3,209.18","3,132.67",873.02M
1/25/2021,"3,208.99","3,212.22","3,142.80",1.09B
1/22/2021,"3,140.63","3,185.26","3,140.60",1.11B
1/21/2021,"3,160.84","3,163.21","3,123.27",1.36B
1/20/2021,"3,114.55","3,145.01","3,077.15",1.19B
1/19/2021,"3,092.66","3,107.00","3,011.32",1.35B
1/18/2021,"3,013.93","3,079.90","3,003.89",1.47B
1/15/2021,"3,085.90","3,189.90","3,085.90",1.33B
1/14/2021,"3,149.93","3,159.03","3,128.72",1.23B
1/13/2021,"3,148.29","3,164.37","3,109.63",1.58B
1/12/2021,"3,125.95","3,154.79","3,047.56",1.39B
1/11/2021,"3,148.45","3,266.23","3,096.19",1.71B
1/8/2021,"3,152.18","3,161.11","3,040.11",1.30B
1/7/2021,"3,031.68","3,055.28","2,980.75",1.52B
1/6/2021,"2,968.21","3,027.16","2,961.37",1.79B
1/5/2021,"2,990.57","2,990.57","2,921.84",1.52B
1/4/2021,"2,944.45","2,946.54","2,869.11",1.03B
12/30/2020,"2,873.47","2,878.21","2,809.35",1.07B
12/29/2020,"2,820.51","2,823.44","2,792.06",1.05B
12/28/2020,"2,808.60","2,834.59","2,799.56",1.01B
12/24/2020,"2,806.86","2,812.16","2,762.60",1.03B
12/23/2020,"2,759.82","2,769.08","2,716.28",1.12B
12/22/2020,"2,733.68","2,774.22","2,733.64",1.26B
12/21/2020,"2,778.65","2,780.24","2,747.09",1.14B
12/18/2020,"2,772.18","2,782.15","2,762.80",1.06B
12/17/2020,"2,770.43","2,772.71","2,742.25",1.02B
12/16/2020,"2,771.79","2,781.08","2,761.50",1.17B
12/15/2020,"2,756.82","2,769.37","2,735.08",1.09B
12/14/2020,"2,762.20","2,782.79","2,755.29",1.11B
12/11/2020,"2,770.06","2,781.04","2,754.16",1.22B
12/10/2020,"2,746.46","2,765.46","2,718.70",1.23B
12/9/2020,"2,755.47","2,755.47","2,703.30",1.25B
12/8/2020,"2,700.93","2,747.45","2,700.92",1.42B
12/7/2020,"2,745.44","2,754.01","2,711.42",1.50B
12/4/2020,"2,731.45","2,742.77","2,705.34",1.78B
12/3/2020,"2,696.22","2,696.22","2,672.85",817.07M
12/2/2020,"2,675.90","2,677.26","2,644.53",1.08B
12/1/2020,"2,634.25","2,638.87","2,611.67",1.15B
11/30/2020,"2,591.34","2,648.66","2,591.34",1.31B
11/27/2020,"2,633.45","2,635.00","2,618.47",1.20B
11/26/2020,"2,625.91","2,625.97","2,592.43",1.39B
11/25/2020,"2,601.54","2,642.26","2,583.41",1.41B
11/24/2020,"2,617.76","2,628.52","2,605.03",1.36B
11/23/2020,"2,602.59","2,605.58","2,553.70",1.65B
11/20/2020,"2,553.50","2,558.21","2,539.79",1.13B
11/19/2020,"2,547.42","2,548.95","2,529.53",976.48M
11/18/2020,"2,545.64","2,553.95","2,536.78",923.50M
11/17/2020,"2,539.15","2,556.09","2,533.34",1.27B
11/16/2020,"2,543.03","2,546.37","2,507.46",1.24B
11/13/2020,"2,493.87","2,495.77","2,460.96",1.07B
11/12/2020,"2,475.62","2,488.79","2,467.04",1.28B
11/11/2020,"2,485.87","2,488.04","2,459.50",1.27B
11/10/2020,"2,452.83","2,457.94","2,435.59",1.46B
11/9/2020,"2,447.20","2,459.15","2,434.52",1.35B
11/6/2020,"2,416.50","2,431.11","2,404.97",825.57M
11/5/2020,"2,413.79","2,413.79","2,370.85",702.04M
11/4/2020,"2,357.32","2,371.14","2,339.95",986.79M
11/3/2020,"2,343.31","2,344.77","2,315.30",887.44M
11/2/2020,"2,300.16","2,302.64","2,267.95",678.50M
10/30/2020,"2,267.15","2,320.20","2,266.93",795.59M
10/29/2020,"2,326.67","2,330.17","2,299.91",509.77M
10/28/2020,"2,345.26","2,345.46","2,316.47",705.77M
10/27/2020,"2,330.84","2,349.33","2,321.23",666.94M
10/26/2020,"2,343.91","2,374.50","2,342.58",822.27M
10/23/2020,"2,360.81","2,368.57","2,344.49",890.38M
10/22/2020,"2,355.05","2,360.22","2,339.73",815.61M
10/21/2020,"2,370.86","2,371.74","2,356.32",812.84M
10/20/2020,"2,358.41","2,358.41","2,322.06",874.29M
10/19/2020,"2,346.74","2,364.25","2,344.77",931.64M
10/16/2020,"2,341.53","2,370.73","2,325.03",920.20M
10/15/2020,"2,361.21","2,376.73","2,348.74",1.17B
10/14/2020,"2,380.48","2,405.56","2,375.54",901.18M
10/13/2020,"2,403.15","2,418.89","2,385.87",724.92M
10/12/2020,"2,403.73","2,409.42","2,393.74",843.57M
10/8/2020,"2,391.96","2,409.01","2,383.82",961.73M
10/7/2020,"2,386.94","2,387.45","2,347.82",737.99M
10/6/2020,"2,365.90","2,378.28","2,355.39",861.75M
10/5/2020,"2,358.00","2,364.73","2,327.83",763.62M
9/29/2020,"2,327.89","2,339.83","2,320.04",646.22M
9/28/2020,"2,308.08","2,314.81","2,291.32",605.98M
9/25/2020,"2,278.79","2,296.36","2,267.63",697.96M
9/24/2020,"2,272.70","2,309.74","2,268.88",714.88M
9/23/2020,"2,333.24","2,354.46","2,287.44",735.04M
9/22/2020,"2,332.59","2,388.49","2,323.58",1.05B
9/21/2020,"2,389.39","2,427.17","2,379.38",1.04B
9/18/2020,"2,412.40","2,417.81","2,396.33",756.52M
9/17/2020,"2,406.17","2,437.02","2,398.69",853.74M
9/16/2020,"2,435.92","2,450.53","2,429.94",772.94M
9/15/2020,"2,443.58","2,444.57","2,423.79",849.97M
9/14/2020,"2,427.91","2,429.07","2,410.79",963.08M
9/11/2020,"2,396.69","2,397.56","2,374.00",882.88M
9/10/2020,"2,396.48","2,406.68","2,388.56",1.06B
9/9/2020,"2,375.81","2,388.85","2,369.12",946.25M
9/8/2020,"2,401.91","2,407.56","2,391.43",979.36M
9/7/2020,"2,384.22","2,387.49","2,362.42",1.20B
9/4/2020,"2,368.25","2,371.02","2,332.68",1.35B
9/3/2020,"2,395.90","2,401.78","2,382.23",981.55M
9/2/2020,"2,364.37","2,369.57","2,341.29",1.43B
9/1/2020,"2,349.55","2,355.90","2,331.23",1.09B
8/31/2020,"2,326.17","2,381.50","2,326.06",1.65B
8/28/2020,"2,353.80","2,379.26","2,345.28",1.30B
8/27/2020,"2,344.45","2,373.36","2,344.38",913.92M
8/26/2020,"2,369.32","2,374.68","2,336.98",956.48M
8/25/2020,"2,366.73","2,369.78","2,340.97",771.58M
8/24/2020,"2,329.83","2,332.33","2,283.48",649.28M
8/21/2020,"2,304.59","2,329.34","2,280.97",865.73M
8/20/2020,"2,274.22","2,357.08","2,270.85",903.74M
8/19/2020,"2,360.54","2,380.10","2,353.17",637.96M
8/18/2020,"2,348.24","2,419.65","2,336.78",909.75M
8/14/2020,"2,407.49","2,435.00","2,383.69",968.12M
8/13/2020,"2,437.53","2,458.17","2,412.49",907.22M
8/12/2020,"2,432.35","2,432.35","2,393.27",763.73M
8/11/2020,"2,418.67","2,429.36","2,396.11",843.44M
8/10/2020,"2,386.38","2,390.51","2,349.33",784.62M
8/7/2020,"2,351.67","2,362.24","2,333.62",812.59M
8/6/2020,"2,342.61","2,352.48","2,322.64",797.15M
8/5/2020,"2,311.86","2,312.14","2,283.95",841.30M
8/4/2020,"2,279.97","2,284.66","2,269.69",722.91M
8/3/2020,"2,251.04","2,254.38","2,237.04",648.46M
7/31/2020,"2,249.37","2,281.41","2,248.49",739.69M
7/30/2020,"2,267.01","2,281.33","2,263.81",713.04M
7/29/2020,"2,263.16","2,276.79","2,252.24",899.49M
7/28/2020,"2,256.99","2,266.00","2,237.21",866.72M
7/27/2020,"2,217.86","2,231.25","2,203.48",928.62M
7/24/2020,"2,200.44","2,219.57","2,195.49",1.00B
7/23/2020,"2,216.19","2,227.24","2,202.99",934.54M
7/22/2020,"2,228.66","2,238.86","2,221.62",856.22M
7/21/2020,"2,228.83","2,234.86","2,214.28",918.48M
7/20/2020,"2,198.20","2,209.59","2,183.83",686.82M
7/17/2020,"2,201.19","2,204.20","2,187.85",569.30M
7/16/2020,"2,183.76","2,207.34","2,177.82",784.64M
7/15/2020,"2,201.88","2,216.97","2,190.66",830.27M
7/14/2020,"2,183.61","2,183.61","2,165.60",810.95M
7/13/2020,"2,186.06","2,188.80","2,163.07",650.23M
7/10/2020,"2,150.25","2,171.52","2,140.29",886.99M
7/9/2020,"2,167.90","2,181.48","2,166.74",619.37M
7/8/2020,"2,158.88","2,173.83","2,150.89",677.81M
7/7/2020,"2,164.17","2,206.79","2,164.03",847.43M
7/6/2020,"2,187.93","2,191.28","2,157.71",666.90M
7/3/2020,"2,152.41","2,153.54","2,135.30",770.05M
7/2/2020,"2,135.37","2,135.37","2,113.98",1.09B
7/1/2020,"2,106.70","2,133.55","2,101.33",1.12B
6/30/2020,"2,108.33","2,134.38","2,108.26",708.60M
6/29/2020,"2,093.48","2,120.50","2,087.84",643.16M
6/26/2020,"2,134.65","2,142.04","2,115.25",761.04M
6/25/2020,"2,112.37","2,143.33","2,112.37",1.02B
6/24/2020,"2,161.51","2,171.86","2,143.91",913.90M
6/23/2020,"2,131.24","2,158.15","2,110.51",917.57M
6/22/2020,"2,126.73","2,142.88","2,122.10",789.37M
6/19/2020,"2,141.32","2,153.57","2,108.91",1.08B
6/18/2020,"2,133.48","2,145.13","2,120.29",767.18M
6/17/2020,"2,141.05","2,154.37","2,105.26",927.52M
6/16/2020,"2,138.05","2,138.08","2,079.02",973.64M
6/15/2020,"2,030.82","2,129.67","2,030.82",1.07B
6/12/2020,"2,132.30","2,137.12","2,084.63",689.90M
6/11/2020,"2,176.78","2,200.72","2,148.51",827.38M
6/10/2020,"2,195.69","2,200.68","2,178.12",706.29M
6/9/2020,"2,188.92","2,212.17","2,166.01",817.08M
6/8/2020,"2,184.29","2,217.21","2,174.96",854.04M
6/5/2020,"2,181.87","2,187.25","2,138.18",854.59M
6/4/2020,"2,151.18","2,191.00","2,139.68",1.39B
6/3/2020,"2,147.00","2,156.55","2,107.69",1.15B
6/2/2020,"2,087.19","2,089.43","2,059.14",1.00B
6/1/2020,"2,065.08","2,065.38","2,035.63",997.35M
5/29/2020,"2,029.60","2,038.89","2,006.62",1.09B
5/28/2020,"2,028.54","2,054.52","2,003.75",1.17B
5/27/2020,"2,031.20","2,043.44","2,019.82",1.18B
5/26/2020,"2,029.78","2,029.89","1,997.94",1.02B
5/25/2020,"1,994.60","1,994.90","1,967.84",641.46M
5/22/2020,"1,970.13","2,002.65","1,961.40",847.47M
5/21/2020,"1,998.31","2,004.95","1,993.00",601.20M
5/20/2020,"1,989.64","1,992.20","1,972.12",699.45M
5/19/2020,"1,980.61","1,983.77","1,968.59",773.41M
5/18/2020,"1,937.11","1,943.07","1,921.14",761.69M
5/15/2020,"1,927.28","1,938.59","1,913.21",866.36M
5/14/2020,"1,924.96","1,931.43","1,913.49",760.65M
5/13/2020,"1,940.42","1,940.42","1,897.24",618.78M
5/12/2020,"1,922.17","1,938.62","1,905.17",799.93M
5/11/2020,"1,935.40","1,960.46","1,932.87",591.28M
5/8/2020,"1,945.82","1,956.89","1,942.54",784.77M
5/7/2020,"1,928.61","1,938.50","1,918.57",775.66M
5/6/2020,"1,928.76","1,928.76","1,902.55",1.08B
5/4/2020,"1,895.37","1,918.66","1,894.29",1.15B
4/29/2020,"1,947.56","1,957.51","1,934.31",1.98B
4/28/2020,"1,934.09","1,941.79","1,911.63",1.17B
4/27/2020,"1,922.77","1,929.82","1,894.62",735.66M
4/24/2020,"1,889.01","1,908.29","1,880.71",933.92M
4/23/2020,"1,914.73","1,923.53","1,895.98",683.72M
4/22/2020,"1,896.15","1,897.90","1,844.85",820.36M
4/21/2020,"1,879.38","1,898.32","1,841.66",1.17B
4/20/2020,"1,898.36","1,925.25","1,893.17",1.09B
4/17/2020,"1,914.53","1,926.02","1,893.19",1.67B
4/16/2020,"1,857.07","1,862.23","1,828.13",878.34M
4/14/2020,"1,857.08","1,864.46","1,837.17",886.77M
4/13/2020,"1,825.76","1,853.30","1,825.76",1.02B
4/10/2020,"1,860.70","1,861.10","1,824.43",992.55M
4/9/2020,"1,836.21","1,839.33","1,818.30",920.57M
4/8/2020,"1,807.14","1,842.16","1,801.80",907.49M
