자치구명,법정동명,건물명,물건금액(만원),건물면적(㎡),토지면적(㎡),건축년도
관악구,봉천동,부흥빌라,18000,27.01,15.6,1993.0
노원구,중계동,주공5,72000,58.46,0.0,1992.0
금천구,독산동,경진빌라-가동,25000,59.04,29.74,2004.0
성북구,돈암동,돈암동삼성,81000,114.66,0.0,1999.0
용산구,용산동2가,(1-565),25000,44.52,20.83,1997.0
성동구,용답동,청계리버빌6차,51000,28.82,14.79,2023.0
도봉구,방학동,북한산현대렉시온오피스텔,15000,32.1,41.84,2004.0
송파구,가락동,헬리오시티,198000,84.98,0.0,2018.0
강서구,화곡동,MJ504,29200,37.21,29.55,2022.0
서초구,방배동,방배빌라(451-29),44000,50.99,32.05,2003.0
중랑구,중화동,대원파크빌,42450,42.2,26.42,2022.0
강남구,역삼동,태건 강남 헤븐리치 더써밋 761,26000,14.77,23.1,2021.0
은평구,대조동,대조리치빌III,36400,36.3,0.0,2014.0
노원구,중계동,주공2,35500,44.52,0.0,1992.0
구로구,구로동,비즈트위트 레인보우,11600,19.51,29.51,2012.0
종로구,명륜2가,,57000,92.97,70.7,1970.0
강서구,화곡동,OK빌라,24500,51.2,34.44,2008.0
성북구,정릉동,정릉힐스테이트1차,67500,84.82,0.0,2007.0
중랑구,면목동,사가정센트럴아이파크,92000,59.78,0.0,2020.0
성북구,삼선동3가,삼선에스케이뷰,88000,59.94,0.0,2012.0
중구,신당동,삼성,90000,59.98,0.0,1999.0
동작구,사당동,삼성래미안,135000,114.5,0.0,2003.0
도봉구,창동,삼성쉐르빌퍼스티,16400,33.59,46.11,2004.0
중랑구,중화동,삼성캐슬,30000,47.26,29.06,2016.0
성동구,마장동,삼성홈타운,20000,16.84,0.0,2015.0
서초구,양재동,삼우파크빌라,30000,48.54,25.06,1995.0
광진구,화양동,삼원제우스,33000,34.03,16.95,2016.0
서초구,방배동,삼익,184000,89.12,0.0,1981.0
강동구,성내동,삼정네오빌,40000,82.14,36.33,2006.0
강동구,상일동,고덕센트럴IPARK,109000,59.99,0.0,2019.0
중랑구,상봉동,(102-67),13500,28.04,17.9,1991.0
성북구,돈암동,돈암동삼성,81000,114.66,0.0,1999.0
노원구,상계동,상계주공1(고층),56300,59.2,0.0,1988.0
노원구,상계동,상계주공1(고층),56000,60.5,0.0,1988.0
노원구,상계동,상계주공12(고층),47000,49.94,0.0,1988.0
노원구,상계동,상계주공7(고층),64000,59.39,0.0,1988.0
금천구,독산동,e편한세상 독산 더타워,18000,26.22,43.0,2019.0
마포구,성산동,상암 퍼스티지 더올림 오피스텔,16500,17.14,25.95,2018.0
마포구,상암동,상암월드컵파크3단지,97500,84.84,0.0,2003.0
광진구,구의동,e편한세상광진그랜드파크,173000,84.98,0.0,2021.0
은평구,갈현동,고은명가,14000,29.5,20.51,2016.0
관악구,봉천동,생모리츠타운,51000,67.73,0.0,2007.0
종로구,창신동,골드캐슬,43000,50.45,31.61,2023.0
성동구,행당동,서울숲리버뷰자이,165000,84.95,0.0,2018.0
성동구,성수동1가,서울숲테라,44300,21.2,29.45,2023.0
성동구,성수동1가,서울숲테라,44300,21.2,29.45,2023.0
성동구,성수동1가,서울숲테라,43900,21.2,29.45,2023.0
성동구,성수동1가,서울숲테라,44700,21.2,29.45,2023.0
성동구,성수동1가,서울숲테라,43900,21.2,29.45,2023.0
성동구,성수동1가,서울숲테라,43900,21.2,29.45,2023.0
성동구,성수동1가,서울숲테라,44700,21.2,29.45,2023.0
성동구,성수동1가,서울숲테라,44700,21.2,29.45,2023.0
성동구,성수동1가,서울숲테라,44700,21.2,29.45,2023.0
성동구,성수동1가,서울숲테라,43900,21.2,29.45,2023.0
성동구,성수동1가,서울숲테라,43900,21.2,29.45,2023.0
성동구,금호동4가,서울숲푸르지오,114000,59.9,0.0,2007.0
성동구,성수동1가,서울숲테라,44300,21.2,29.45,2023.0
구로구,개봉동,선경빌라(346-7),20400,59.7,40.51,1996.0
강서구,화곡동,선경빌타운,23300,57.1,24.48,2001.0
강서구,화곡동,선경하이츠빌라,18500,50.25,28.73,1997.0
강서구,내발산동,성강청안채,25800,29.98,21.06,2017.0
관악구,봉천동,관악드림(삼성),71500,59.83,0.0,2003.0
관악구,봉천동,관악드림(삼성),80500,84.96,0.0,2003.0
강북구,미아동,성암파크빌102동,37000,61.24,35.53,2016.0
강북구,수유동,성우스타팰리스6동,29000,52.35,28.91,2014.0
영등포구,영등포동2가,(94-259),24000,21.26,41.2,2020.0
강남구,개포동,성원대치2단지아파트,141000,49.86,0.0,1992.0
동작구,상도동,성지빌라(212-48),26750,37.28,23.38,1996.0
구로구,구로동,성호메이플라워멤버스빌,22400,41.4,0.0,2002.0
종로구,수송동,두산위브파빌리온,29050,37.42,50.2,2004.0
강서구,등촌동,가나하우징(517-12),40000,34.34,27.77,2013.0
송파구,문정동,송파법조타운푸르지오시티,18000,17.47,25.54,2018.0
강남구,개포동,디에이치 퍼스티어 아이파크,215418,59.97,0.0,0.0
성북구,장위동,송학누리안,35000,40.67,22.69,2022.0
강남구,개포동,디에이치 퍼스티어 아이파크,398000,112.85,0.0,0.0
양천구,신월동,수명산태승훼미리,52500,84.33,0.0,2002.0
강북구,수유동,수유동이테크밸리오피스텔,10500,27.81,41.52,2005.0
강남구,일원동,디에이치자이개포,290000,84.92,0.0,2021.0
송파구,가락동,가락금호아파트,98000,59.91,0.0,1997.0
금천구,시흥동,시흥동월드메르디앙,58000,82.81,0.0,2006.0
영등포구,신길동,신길센트럴자이아파트,134000,84.98,0.0,2021.0
중랑구,신내동,신내9진흥,36200,39.84,0.0,1996.0
강서구,화곡동,굿이모션(1103-3),32200,70.78,0.0,2004.0
동대문구,용두동,래미안 허브리츠,95500,114.96,0.0,2011.0
구로구,구로동,신도림태영타운,92000,84.87,0.0,2000.0
강동구,천호동,래미안강동팰리스,134000,84.97,0.0,2017.0
송파구,삼전동,(104-11),45000,28.3,12.75,2022.0
서초구,서초동,신동아아파트(1차),207900,86.61,0.0,1978.0
마포구,상수동,래미안밤섬리베뉴Ⅱ,150000,84.92,0.0,2014.0
동작구,상도동,신성하이츠빌라,19500,39.48,24.25,1991.0
용산구,효창동,5-233,63500,29.63,12.8,2022.0
강동구,명일동,래미안솔베뉴,114500,59.25,0.0,2019.0
금천구,독산동,BROTHERSTOWN,20000,55.98,41.33,2007.0
양천구,신정동,신트리1,58000,49.8,0.0,1999.0
양천구,신정동,신트리1,57000,49.8,0.0,1999.0
동대문구,이문동,쌍용,61800,59.99,0.0,2000.0
마포구,노고산동,글로리하우스,52000,29.63,19.83,2021.0
송파구,잠실동,아시아선수촌아파트,432000,178.33,0.0,1986.0
강서구,내발산동,아이디움101동,29000,57.4,36.31,2014.0
양천구,신정동,아이파크,128500,84.88,0.0,2002.0
강남구,삼성동,아이파크,620000,175.05,0.0,2004.0
강북구,수유동,가인팰리스,20000,52.53,33.03,2016.0
동작구,흑석동,아크로리버하임,197000,84.91,0.0,2019.0
영등포구,영등포동7가,아크로타워스퀘어,147500,84.69,0.0,2017.0
마포구,아현동,(346-21),27500,82.7,22.39,2001.0
종로구,평창동,갑을아파트,31900,53.33,0.0,1997.0
강동구,고덕동,래미안힐스테이트고덕,151500,84.74,0.0,2016.0
강남구,도곡동,럭키(462),215000,79.89,0.0,1986.0
강북구,미아동,에스케이북한산시티,70500,84.76,0.0,2004.0
동작구,사당동,금현골든빌,43500,79.04,39.82,2002.0
구로구,개봉동,로얄하이츠(344-18),28000,39.44,23.1,2017.0
구로구,구로동,로제리움2차,11300,18.54,26.14,2014.0
구로구,구로동,로제리움2차,10000,18.54,26.14,2014.0
성동구,금호동3가,금호자이2차,107000,59.97,0.0,2012.0
영등포구,여의도동,여의도 the？ 아일랜드 파크,168000,102.4,131.19,2006.0
영등포구,영등포동1가,여의도이튼브라운,30500,31.19,0.0,2022.0
은평구,수색동,DMC SK VIEW 아이파크포레,108000,84.95,0.0,0.0
서초구,방배동,롯데캐슬아르떼,318000,216.28,0.0,2013.0
서대문구,연희동,연희궁,16000,42.38,0.0,1972.0
강동구,길동,예전이룸1차,58000,71.49,0.0,2004.0
성동구,홍익동,리더스파크,25500,28.49,17.5,2014.0
서대문구,북가좌동,DMC래미안e편한세상,87500,59.97,0.0,2012.0
서대문구,북가좌동,DMC래미안e편한세상,95500,59.97,0.0,2012.0
서대문구,북가좌동,DMC래미안e편한세상,120000,84.95,0.0,2012.0
강남구,수서동,까치마을,88800,34.44,0.0,1993.0
서대문구,남가좌동,DMC래미안클라시스,73500,59.59,0.0,2000.0
성북구,정릉동,(383-29),24000,80.94,46.14,1996.0
강북구,우이동,우리팰리스타운,26000,48.67,50.03,2020.0
서초구,양재동,꿈꾸지오(287-11),49200,27.99,22.22,2015.0
성북구,장위동,꿈의숲아이파크,106800,84.48,0.0,2022.0
강서구,가양동,강변,64500,39.6,0.0,1992.0
서대문구,홍은동,나눔스타빌,34000,84.99,0.0,2003.0
강서구,마곡동,마곡엠밸리9단지,134000,84.96,0.0,2021.0
강서구,마곡동,마곡엠벨리(14단지),136600,84.88,0.0,2014.0
성북구,하월곡동,월곡래미안루나밸리,91500,84.88,0.0,2007.0
중구,신당동,남산그린빌,45000,60.48,33.1,1996.0
구로구,개봉동,위하우스(494),22300,32.79,19.87,2018.0
마포구,염리동,마포자이,176000,84.69,0.0,2003.0
양천구,신월동,은하예지움,28500,57.96,27.38,2010.0
강서구,화곡동,강서힐스테이트,124700,84.99,0.0,2015.0
은평구,응암동,남청파인힐,42000,55.14,0.0,2001.0
중랑구,면목동,면목한신,41700,45.44,0.0,1987.0
마포구,대흥동,이대역 푸르지오 시티,24850,28.8,39.6,2013.0
동작구,상도동,이레아트빌(358-8),30000,29.66,15.28,2013.0
강서구,화곡동,강서힐스테이트,140000,128.81,0.0,2015.0
마포구,성산동,명진쉐르빌2차,35000,51.77,30.95,2012.0
양천구,목동,목동성원(926-8),158000,84.31,0.0,1997.0
성북구,정릉동,"산장아파트가동,나동",31500,52.89,0.0,1977.0
양천구,신월동,목동센트럴아이파크위브4단지,128000,101.47,0.0,2020.0
마포구,신수동,신촌숲아이파크,127500,59.75,0.0,2019.0
서대문구,남가좌동,DMC파크뷰자이2단지,99000,59.98,0.0,2015.0
강북구,미아동,푸르지오시티,14400,18.65,0.0,2014.0
서대문구,북가좌동,DMC한양,70000,65.34,0.0,1987.0
동대문구,청량리동,,37000,54.54,30.0,1967.0
송파구,문정동,문정가락현대1차,137000,123.61,0.0,1984.0
은평구,녹번동,힐스테이트녹번,86500,59.9,0.0,2019.0
영등포구,당산동3가,당산계룡리슈빌2단지,62500,38.77,0.0,2014.0
구로구,구로동,,64200,226.56,152.0,1984.0
영등포구,당산동5가,당산효성1차,100000,59.85,0.0,1999.0
은평구,대조동,창희그린빌,39000,73.48,27.23,2002.0
마포구,도화동,(240-9),32000,41.67,52.9,1976.0
강북구,수유동,황지클래스15차,24500,56.71,34.03,2007.0
동작구,상도동,대명빌라(279-356),25000,46.89,29.99,1992.0
동작구,사당동,현대,67800,51.66,0.0,1991.0
동대문구,전농동,(558-10),23000,13.72,8.99,2013.0
강동구,천호동,더존예가,38000,43.11,28.23,2016.0
구로구,구로동,비즈트위트 레드,19000,27.22,37.25,2016.0
서대문구,북아현동,이편한세상신촌,31000,27.42,42.22,2018.0
은평구,불광동,(245-89),54500,39.33,34.1,1991.0
동대문구,전농동,전농SK,62000,59.34,0.0,2000.0
양천구,신월동,빛여울,37500,74.86,0.0,2005.0
은평구,녹번동,힐스테이트녹번,107500,84.9,0.0,2019.0
은평구,불광동,대호프라자아파트,71000,114.03,0.0,2000.0
동작구,흑석동,,111000,25.46,43.0,1985.0
양천구,목동,대흥파크빌(315-35),19900,51.1,24.03,2003.0
동대문구,이문동,현대,59000,59.92,0.0,2000.0
송파구,오금동,더숲(148-12),35700,43.39,23.94,2020.0
동대문구,전농동,청량리역 롯데캐슬 SKY-L65,133931,84.97,0.0,0.0
강동구,고덕동,고덕그라시움,122700,59.05,0.0,2019.0
관악구,봉천동,해주타워,12100,24.75,35.49,2000.0
강동구,천호동,더존예가,38000,43.11,28.23,2016.0
은평구,대조동,창희그린빌,39000,73.48,27.23,2002.0
강동구,고덕동,고덕그라시움,139000,73.57,0.0,2019.0
동대문구,이문동,,83000,62.88,86.0,1980.0
강남구,도곡동,SK허브프리모,41000,33.8,0.0,2006.0
송파구,신천동,파크리오,256000,121.63,0.0,2008.0
서대문구,현저동,독립문파크빌,59900,59.4,0.0,2000.0
성북구,돈암동,돈암동삼성,73500,84.59,0.0,1999.0
은평구,수색동,e편한세상 수색 에코포레,58000,59.9,0.0,2003.0
강서구,염창동,동아,71000,59.97,0.0,1998.0
구로구,신도림동,동아1,95000,59.98,0.0,1999.0
구로구,신도림동,동아1,104000,84.91,0.0,1999.0
성동구,응봉동,(265-160),17000,44.14,15.0,1995.0
성동구,금호동4가,서울숲푸르지오,125000,59.99,0.0,2007.0
동대문구,이문동,(86-32),29000,20.16,13.5,1993.0
송파구,거여동,e편한세상송파파크센트럴,135000,84.97,0.0,2021.0
강북구,미아동,두산위브트레지움,63400,59.82,0.0,2011.0
강남구,개포동,디에이치 퍼스티어 아이파크,357117,112.85,0.0,0.0
성북구,동선동5가,176-1,38000,47.05,38.4,2021.0
마포구,신공덕동,신공덕1차삼성래미안1아파트,110000,59.76,0.0,2000.0
서초구,반포동,래미안 원베일리,535000,116.93,0.0,0.0
용산구,효창동,5-130,74000,28.09,21.0,2022.0
은평구,녹번동,래미안베라힐즈,89500,59.99,0.0,2019.0
서대문구,대현동,신촌리브하임,21500,14.97,23.74,2021.0
동대문구,장안동,래미안장안2차,93000,81.05,0.0,2007.0
성북구,성북동,아스테르빌-2,60000,29.07,24.88,2019.0
중랑구,면목동,금성펠리스,28500,54.3,29.85,2003.0
중구,신당동,약수하이츠,106000,65.37,0.0,1999.0
송파구,방이동,엘루이시티,21200,23.8,37.0,2019.0
영등포구,당산동,여의도 아리스타,41000,33.89,50.74,2021.0
서초구,방배동,롯데캐슬아르떼,183000,59.99,0.0,2013.0
서초구,서초동,롯데캐슬클래식,220000,84.98,0.0,2006.0
서대문구,연희동,연희궁,20000,42.38,0.0,1972.0
서대문구,남가좌동,DMC래미안클라시스,72000,59.59,0.0,2000.0
은평구,진관동,은평뉴타운 제각말 푸르지오(5-4단지),74000,84.89,0.0,2010.0
동작구,흑석동,흑석한강센트레빌,155000,84.84,0.0,2011.0
서대문구,남가좌동,DMC파크뷰자이2단지,117000,84.97,0.0,2015.0
송파구,가락동,헬리오시티,184500,84.98,0.0,2018.0
양천구,신월동,목동센트럴아이파크위브4단지,85000,59.68,0.0,2020.0
서초구,잠원동,한신로얄,179000,84.56,0.0,1992.0
양천구,신월동,목동센트럴아이파크위브4단지,100000,84.98,0.0,2020.0
은평구,신사동,,19000,41.22,24.43,1992.0
은평구,역촌동,다베로,32000,45.47,32.15,2019.0
영등포구,신길동,참존빌리지A동,23900,26.65,16.69,2013.0
서대문구,북가좌동,DMC한양,89000,116.76,0.0,1987.0
강서구,등촌동,"진로,미주아파트",82000,84.96,0.0,1994.0
양천구,목동,목동신시가지5,164000,65.08,0.0,1986.0
노원구,공릉동,태릉해링턴플레이스,75000,59.98,0.0,2022.0
양천구,목동,목동신시가지6,157000,65.1,0.0,1986.0
중구,입정동,힐스테이트세운센트럴2단지,77000,45.98,0.0,0.0
동작구,사당동,다인빌,41000,50.62,28.82,2011.0
송파구,문정동,파크하비오,48500,50.02,63.39,
영등포구,문래동3가,문래해태,59000,59.41,0.0,1999.0
성북구,삼선동1가,,9900,33.98,70.4,1954.0
송파구,문정동,문정시영,50000,25.65,0.0,1989.0
동대문구,신설동,,85000,133.72,122.0,1980.0
영등포구,당산동3가,당산계룡리슈빌2단지,67500,40.15,0.0,2014.0
마포구,성산동,팰리스뷰,42500,43.37,26.72,2018.0
송파구,풍납동,미성,99500,63.39,0.0,1985.0
강남구,일원동,푸른마을아파트101동~111동,130000,84.93,0.0,1994.0
영등포구,당산동5가,당산센트럴아이파크,169000,84.98,0.0,2020.0
송파구,문정동,파크하비오,48500,50.02,63.39,
영등포구,당산동3가,당산어울림2차,95000,84.97,0.0,2009.0
서대문구,홍제동,홍제원현대(459-0),104500,114.72,0.0,2000.0
광진구,중곡동,미성그린빌,26500,64.46,34.19,2002.0
송파구,오금동,화성빌라(3차),23700,38.05,18.06,1994.0
은평구,역촌동,대광타운,24700,56.94,27.6,2000.0
구로구,신도림동,현대홈타운아파트,76000,59.73,0.0,1999.0
관악구,봉천동,반석푸른숲,62000,58.67,0.0,2006.0
송파구,신천동,장미1,175000,71.2,0.0,1979.0
송파구,거여동,거여4단지,87000,59.73,0.0,1997.0
동대문구,장안동,장안힐스테이트,78500,59.89,0.0,2007.0
서초구,반포동,반포센트레빌아스테리움,236500,82.02,0.0,2021.0
송파구,방이동,현대주상복합,32500,28.64,0.0,1998.0
송파구,방이동,대림,154000,84.92,0.0,1985.0
용산구,한남동,한남힐스테이트,185000,84.79,0.0,2003.0
동작구,사당동,대림(169-8),118000,84.91,0.0,1990.0
동대문구,답십리동,청계한신휴플러스,107500,84.73,0.0,2010.0
서초구,방배동,방배1차현대홈타운,148000,59.94,0.0,1999.0
강북구,수유동,한영빌라,18000,58.26,33.22,1997.0
노원구,상계동,건영,49500,84.77,0.0,2003.0
은평구,녹번동,준성빌라트(가동),30000,69.51,30.35,2002.0
동작구,상도동,건영,52200,32.8,0.0,1997.0
중랑구,면목동,현대,73000,84.99,0.0,1994.0
동작구,상도동,건영,110000,114.96,0.0,1997.0
성북구,정릉동,정릉우성아파트 101~105동,54800,59.97,0.0,2000.0
관악구,신림동,건영1,66000,74.22,0.0,1984.0
강서구,등촌동,태영,63000,59.97,0.0,1998.0
은평구,응암동,백련산에스케이뷰아이파크,95300,84.9,0.0,2020.0
은평구,불광동,,70000,165.73,96.0,1990.0
은평구,응암동,백련산해모로,66000,50.74,0.0,2020.0
종로구,사직동,,110000,34.36,101.1,1970.0
광진구,화양동,KCC파크타운,18500,25.79,37.36,2005.0
은평구,불광동,연신하이츠빌라(C),23000,36.96,35.67,1991.0
광진구,화양동,KCC파크타운,20000,27.63,40.02,2005.0
도봉구,창동,주공19단지(창동리버타운),70000,59.39,0.0,1988.0
동작구,대방동,대방1차e-편한세상,145000,84.32,0.0,2003.0
노원구,공릉동,태릉해링턴플레이스,90000,74.95,0.0,2022.0
동작구,대방동,대방동현대,96000,84.96,0.0,1994.0
광진구,광장동,현대파크빌,150000,84.81,0.0,2000.0
성북구,종암동,벨류어블,25000,26.77,18.34,2020.0
은평구,갈현동,일진레미안,39000,70.85,34.12,2003.0
강북구,미아동,벽산라이브파크,49500,59.67,0.0,2004.0
송파구,신천동,파크리오,93000,35.24,0.0,2008.0
관악구,봉천동,벽산블루밍,68500,59.99,0.0,2005.0
강동구,천호동,힐탑프라자,9300,20.48,24.26,1994.0
구로구,고척동,대신주택가동,17500,65.07,37.64,1997.0
성북구,장위동,장석맨션,45000,48.5,32.83,1993.0
노원구,상계동,보람1단지,45000,54.59,0.0,1988.0
송파구,신천동,파크리오,94000,35.24,0.0,2008.0
성북구,장위동,경성아트빌2차,40000,60.06,26.37,2002.0
성북구,정릉동,중앙하이츠빌2단지,69700,84.95,0.0,2005.0
성북구,보문동6가,보문파크뷰자이,103000,84.99,0.0,2017.0
구로구,개봉동,현대홈타운,58500,59.49,0.0,2001.0
관악구,봉천동,봉천우성,80000,84.96,0.0,2000.0
성동구,금호동3가,타워파크주택,68000,81.53,47.65,2009.0
노원구,중계동,부강그린빌라트B동,22800,52.27,35.0,1996.0
서초구,방배동,정광아트빌라,32800,62.64,32.77,1991.0
양천구,목동,부영3,159500,136.77,0.0,2000.0
용산구,후암동,해나루,72000,59.98,38.25,2012.0
강서구,화곡동,MJ504,29200,37.21,29.55,2022.0
동대문구,전농동,포에버빌,29000,28.36,16.77,2018.0
은평구,녹번동,북한산푸르지오,97500,84.99,0.0,2015.0
동대문구,신설동,캐슬루체,54000,34.67,21.58,2023.0
양천구,신정동,M펠리체,26500,52.66,60.55,2014.0
성동구,옥수동,,19000,29.4,30.0,1986.0
강남구,개포동,대청타워,22500,31.91,44.75,1997.0
서대문구,홍제동,청구1차,85000,84.78,0.0,1994.0
강남구,개포동,대청타워,25000,32.44,53.94,1997.0
송파구,오금동,현대(2-4차),152000,84.98,0.0,1984.0
성북구,길음동,비전타운,15800,29.2,16.53,2011.0
영등포구,영등포동2가,청풍 스카이,22800,38.91,58.99,2017.0
구로구,구로동,비즈트위트 그린,9500,18.11,28.79,2012.0
구로구,구로동,한신휴플러스(1280-1),64000,58.03,0.0,2007.0
동작구,사당동,사당롯데캐슬골든포레,96200,59.99,0.0,2021.0
영등포구,신길동,힐스테이트클래시안,131000,84.86,0.0,2020.0
동작구,상도동,대흥미소가(279-217),25500,42.08,21.94,2011.0
성동구,성수동1가,,280000,45.45,175.0,1963.0
광진구,자양동,더샵스타시티,165000,100.32,0.0,2007.0
동작구,사당동,현대,95000,120.03,0.0,1991.0
서대문구,홍제동,더세영,32500,29.73,18.09,2018.0
동작구,대방동,해피하우스,24500,43.65,24.78,2003.0
성동구,옥수동,삼성,174500,114.67,0.0,1999.0
도봉구,창동,청구그린빌라A,14700,33.2,19.46,1992.0
마포구,도화동,삼성,120000,72.19,0.0,1997.0
동작구,본동,한강쌍용,90000,59.64,0.0,1999.0
영등포구,양평동2가,삼성래미안,78000,59.4,0.0,1998.0
양천구,목동,하나드림빌,24000,62.01,27.82,2002.0
중랑구,중화동,더하우스도도B동,30000,25.49,16.52,2023.0
광진구,중곡동,중곡1단지,48500,48.46,0.0,1976.0
강동구,고덕동,고덕그라시움,128000,59.79,0.0,2019.0
중구,신당동,디오빌라,22500,42.61,14.12,1998.0
용산구,서계동,(247-6),65000,65.99,46.27,1984.0
서대문구,연희동,크로바주택C동,13650,35.95,25.86,1986.0
강동구,고덕동,고덕그라시움,118000,59.79,0.0,2019.0
노원구,공릉동,태릉해링턴플레이스,90000,74.95,0.0,2022.0
강동구,고덕동,고덕그라시움,125000,59.79,0.0,2019.0
은평구,구산동,갈현현대,46500,59.94,0.0,1998.0
강동구,고덕동,고덕그라시움,138200,73.57,0.0,2019.0
용산구,이태원동,,300000,88.23,198.0,1973.0
송파구,가락동,삼성베네스트,45500,68.94,82.53,2018.0
송파구,석촌동,푸른초장,25500,34.58,17.31,2004.0
강서구,방화동,삼성베스트빌B동,26500,62.22,39.6,2003.0
구로구,구로동,한일유앤아이,61000,84.96,0.0,2006.0
강서구,화곡동,삼성빌라,10500,47.0,21.98,1995.0
서대문구,홍제동,홍제원현대(459-0),86500,84.9,0.0,2000.0
관악구,신림동,삼성산주공(주공3단지),50400,58.55,0.0,2000.0
노원구,공릉동,태릉해링턴플레이스,75000,59.98,0.0,2022.0
강동구,고덕동,고덕그라시움,163000,84.05,0.0,2019.0
강동구,고덕동,고덕그라시움,157000,84.05,0.0,2019.0
강서구,등촌동,삼성한사랑1,64000,59.73,0.0,1997.0
금천구,시흥동,삼익,44800,59.9,0.0,1999.0
양천구,목동,삼익,113000,84.88,0.0,1997.0
강동구,길동,삼익파크맨션,67000,57.09,0.0,1982.0
강동구,암사동,삼정하우스,38500,41.99,30.08,2014.0
서초구,서초동,삼풍아파트,247000,79.47,0.0,1988.0
용산구,후암동,(254-50),53000,28.77,18.19,2012.0
중구,신당동,동궁빌라,44000,84.69,41.5,1995.0
노원구,상계동,상계주공10(고층),58000,60.5,0.0,1988.0
동대문구,답십리동,동답한신,61500,82.39,0.0,1992.0
노원구,상계동,상계주공14(고층),39000,45.55,0.0,1989.0
노원구,상계동,상계주공6(고층),69000,58.01,0.0,1988.0
성북구,돈암동,동부센트레빌,79000,80.54,0.0,2003.0
금천구,가산동,동부에이스,17000,28.36,15.24,2017.0
중랑구,묵동,새울센스빌(60-8),34000,52.44,33.79,2017.0
노원구,공릉동,서경하누리아파트,44000,60.68,0.0,2005.0
동대문구,답십리동,골드빌리지,34000,29.9,18.16,2021.0
송파구,오금동,서울빌라(114-32),27000,76.9,38.3,1991.0
성북구,상월곡동,동아에코빌,84000,114.66,0.0,2003.0
성동구,금호동4가,서울숲푸르지오,130000,59.99,0.0,2007.0
마포구,공덕동,공덕3삼성래미안,125000,59.97,0.0,2004.0
서초구,서초동,서초동삼성쉐르빌2,30000,35.22,0.0,2002.0
서초구,서초동,서초센트럴IPARK,150000,80.6,0.0,2020.0
서초구,서초동,서초자연인아파트(101동),41000,34.35,0.0,2012.0
서초구,우면동,서초힐스,140000,84.96,0.0,2012.0
강동구,암사동,선사현대아파트,86700,59.64,0.0,2000.0
강동구,암사동,선사현대아파트,93300,72.85,0.0,2000.0
관악구,봉천동,관악드림(동아),66000,59.85,0.0,2003.0
강동구,성내동,성내1차e-편한세상,100250,83.95,0.0,2003.0
마포구,성산동,성산동이에스하임,44000,29.97,19.7,2019.0
관악구,봉천동,관악드림(삼성),87000,84.96,0.0,2003.0
서대문구,북아현동,e편한세상신촌3단지,118500,59.85,0.0,2018.0
관악구,봉천동,관악드림(삼성),98200,114.75,0.0,2003.0
서대문구,북아현동,두산,77000,59.96,0.0,1999.0
금천구,시흥동,관악산벽산타운5,43200,59.34,0.0,2004.0
관악구,봉천동,두산,90000,84.87,0.0,2000.0
관악구,신림동,관악산휴먼시아2단지,58000,59.99,0.0,2008.0
동대문구,답십리동,두산,76000,84.83,0.0,2000.0
강서구,화곡동,성재세인트(342-84),21000,30.0,9.82,2012.0
관악구,봉천동,관악푸르지오,77000,59.58,0.0,2004.0
광진구,구의동,광남캐스빌,42500,59.78,0.0,2003.0
송파구,문정동,송파 아이파크,28500,29.83,42.75,2015.0
강서구,등촌동,"등촌7,8단지주공아파트",54000,41.85,0.0,1994.0
송파구,가락동,가락(1차)쌍용아파트,111300,59.92,0.0,1997.0
송파구,장지동,송파파인타운8단지,106000,59.97,0.0,2008.0
송파구,장지동,송파파인타운8단지,107000,59.97,0.0,2008.0
성북구,장위동,송학누리안,39700,46.51,25.95,2022.0
노원구,상계동,수락리버시티4단지,65000,84.81,0.0,2009.0
용산구,후암동,수미주택,78000,46.48,36.89,2015.0
강북구,수유동,수유동이테크밸리오피스텔,11000,34.23,51.1,2005.0
도봉구,쌍문동,스마트빌(315-71),23600,49.3,27.03,2014.0
영등포구,영등포동,라르파크,45300,30.71,0.0,2021.0
마포구,염리동,스테이원(149-6),67800,29.91,21.39,2021.0
은평구,녹번동,라그라스,40300,29.64,20.59,2022.0
영등포구,여의도동,시범,233000,118.12,0.0,1971.0
노원구,공릉동,시영3차(라이프)아파트,37000,39.6,0.0,1994.0
노원구,중계동,라이프,125000,115.65,0.0,1993.0
강남구,일원동,가람,215000,84.95,0.0,1993.0
마포구,망원동,신광주택,30000,46.77,22.68,1995.0
서초구,방배동,라페라,76000,44.29,28.3,2021.0
동작구,흑석동,라호지움,20000,15.56,8.11,2016.0
동작구,흑석동,라호지움,60000,57.87,30.17,2016.0
동작구,흑석동,라호지움,33000,29.81,15.54,2016.0
동작구,흑석동,라호지움,25000,21.46,11.19,2016.0
성동구,옥수동,래미안 옥수 리버젠,172000,84.73,0.0,2012.0
중랑구,묵동,신내대림아파트,79900,107.05,0.0,1995.0
서초구,반포동,래미안 원베일리,383000,84.96,0.0,0.0
마포구,공덕동,래미안공덕5차,129500,59.96,0.0,2011.0
강남구,수서동,신동아,100000,39.53,0.0,1992.0
마포구,공덕동,래미안공덕5차,150000,84.87,0.0,2011.0
용산구,보광동,신동아1,220000,84.93,0.0,1992.0
동작구,노량진동,신동아리버파크,84000,59.67,0.0,2001.0
관악구,신림동,신림동신도브래뉴,95000,115.62,0.0,2003.0
서대문구,남가좌동,래미안루센티아,114500,84.83,0.0,2020.0
