자치구명,법정동명,건물명,물건금액(만원),건물면적(㎡),토지면적(㎡),건축년도
강동구,고덕동,고덕그라시움,97000,59.79,0.0,2019.0
동대문구,전농동,더하이브,38500,29.32,17.19,2022.0
관악구,봉천동,더헤르미온,23000,15.45,24.02,2021.0
동작구,상도동,중앙하이츠빌,86000,84.99,0.0,2003.0
강북구,수유동,하나아이파크빌,16450,27.92,17.33,2016.0
구로구,구로동,하나세인스톤Ⅴ,17500,16.3,9.31,2013.0
강남구,개포동,삼익대청아파트,97000,39.53,0.0,1992.0
강남구,개포동,삼익대청아파트,97000,39.53,0.0,1992.0
마포구,상수동,강변힐스,61500,85.0,52.89,2009.0
강동구,상일동,고덕센트럴IPARK,85000,59.97,0.0,2019.0
도봉구,창동,한원힐트리움 골든캐슬,28000,47.04,23.01,2016.0
성동구,행당동,서울숲리버뷰자이,215000,108.82,0.0,2018.0
노원구,상계동,상계주공2(고층),38750,32.39,0.0,1987.0
노원구,상계동,상계주공4(고층),50000,49.94,0.0,1988.0
송파구,잠실동,동방빌라(303-2),53500,63.63,35.18,1991.0
강동구,상일동,고덕아르테온,130000,84.95,0.0,2020.0
강동구,상일동,고덕아르테온,135700,84.97,0.0,2020.0
구로구,오류동,동부골든,63000,113.43,0.0,1998.0
송파구,삼전동,(36-12),32450,24.27,15.56,2022.0
동작구,상도동,,153000,272.58,169.0,1992.0
강북구,번동,,40000,147.64,92.9,1993.0
강동구,명일동,고덕주공9,99000,83.21,0.0,1985.0
송파구,삼전동,(36-12),31950,25.16,16.13,2022.0
강동구,고덕동,,270000,482.82,179.7,1991.0
금천구,시흥동,써니빌,27500,29.92,20.67,2020.0
구로구,궁동,동오그린빌라트107동(284-2),16500,37.69,26.21,1993.0
마포구,공덕동,공덕3삼성래미안,155000,114.98,0.0,2004.0
중랑구,묵동,동원프라우드2차,23500,27.59,14.95,2017.0
노원구,공릉동,공릉동한보에센시티아파트,65000,84.93,0.0,2000.0
중랑구,면목동,동일스카이씨티빌(102동),25000,29.77,19.9,2016.0
강동구,둔촌동,현대맨션,62000,97.68,112.75,1984.0
용산구,보광동,,230000,94.94,119.0,1966.0
성북구,석관동,두산,59000,59.97,0.0,1998.0
강서구,내발산동,유진소르베(670-61),20000,29.89,17.82,2012.0
강서구,마곡동,마곡나루역캐슬파크,21000,23.39,31.95,2016.0
강남구,개포동,성원대치2단지아파트,97000,39.53,0.0,1992.0
구로구,오류동,오류동금호어울림,47000,59.87,0.0,2006.0
영등포구,영등포동7가,포레나영등포센트럴,95000,59.9,0.0,2020.0
마포구,상암동,유진빌,12000,13.24,12.29,2011.0
관악구,신림동,성화주택다,15000,43.38,17.95,1993.0
송파구,장지동,위례신도시송파푸르지오,141000,108.59,0.0,2015.0
종로구,수송동,두산위브파빌리온,52500,74.84,100.39,2004.0
마포구,성산동,세원,52000,59.87,0.0,1996.0
동대문구,답십리동,센시티16,9900,14.24,0.0,2013.0
광진구,광장동,광나루현대,110000,84.92,0.0,1996.0
성동구,하왕십리동,센트라스,108000,59.94,0.0,2016.0
강서구,등촌동,"등촌7,8단지주공아파트",50000,41.85,0.0,1994.0
강북구,번동,한양빌라6차,17500,41.94,21.4,1995.0
구로구,구로동,구로두산,39500,44.64,0.0,1998.0
송파구,삼전동,(36-12),36900,28.14,18.04,2022.0
서대문구,홍제동,청구1차,65500,84.78,0.0,1994.0
서대문구,홍은동,홍은드림아파트,40500,84.9,0.0,2012.0
도봉구,방학동,이에스에이아파트1,69000,84.98,0.0,2003.0
강서구,등촌동,,1000000,1840.51,562.6,1990.0
양천구,신정동,래미안목동아델리체(1326),124000,84.94,0.0,2021.0
양천구,신정동,래미안목동아델리체(1326),124000,84.94,0.0,2021.0
마포구,망원동,그린복합빌리지(384-25),29000,79.07,25.0,2002.0
강서구,화곡동,우장산롯데캐슬,127000,134.99,0.0,2003.0
송파구,풍납동,풍납빌라트,45000,66.62,37.75,2004.0
강서구,가양동,가양2단지(성지),55000,39.6,0.0,1992.0
강서구,가양동,가양2단지(성지),59000,39.6,0.0,1992.0
동대문구,이문동,쌍용,62000,59.99,0.0,2000.0
양천구,신정동,아이파크,129000,84.88,0.0,2002.0
용산구,원효로4가,금강프라임빌(가동),66000,22.98,18.34,2023.0
중구,신당동,래미안하이베르,128000,117.0,0.0,2011.0
광진구,중곡동,용마산홈타운6차,36000,17.9,32.67,2015.0
서대문구,대현동,럭키대현,61700,59.7,0.0,1999.0
서초구,반포동,에이아이디차관주택,240000,72.51,0.0,1974.0
강남구,역삼동,강남역 서희스타힐스 오피스텔,25350,29.88,45.7,2012.0
광진구,구의동,현대프라임,82000,59.82,0.0,1997.0
강남구,역삼동,역삼 이스타빌,108000,97.14,189.53,2011.0
송파구,삼전동,(36-12),26100,19.81,12.7,2022.0
송파구,삼전동,(36-12),27050,20.97,13.45,2022.0
서초구,서초동,롯데캐슬클래식,204000,84.98,0.0,2006.0
송파구,삼전동,(36-12),29000,22.37,14.34,2022.0
송파구,삼전동,(36-12),30550,23.55,15.1,2022.0
송파구,삼전동,(36-12),32750,24.27,15.56,2022.0
송파구,삼전동,(36-12),37250,28.14,18.04,2022.0
관악구,신림동,필하우스(611-90),23200,36.44,21.61,2013.0
마포구,공덕동,롯데캐슬프레지던트,220000,191.87,0.0,2009.0
서초구,서초동,현대이에스에이아파트,180000,163.95,0.0,2002.0
성북구,정릉동,정릉2차e-편한세상,85000,84.09,0.0,2009.0
동작구,상도동,포스코더샵,147500,132.74,0.0,2007.0
송파구,삼전동,(36-12),34900,27.05,17.34,2022.0
동대문구,장안동,장안힐스테이트,150000,133.28,0.0,2007.0
동작구,상도동,포스코더샵,147500,132.74,0.0,2007.0
송파구,삼전동,(36-12),31650,25.16,16.13,2022.0
성북구,하월곡동,월곡두산위브,58500,59.86,0.0,2003.0
강남구,역삼동,강남역 효성해링턴 타워 더퍼스트,28500,25.73,34.03,2014.0
구로구,개봉동,한양아이클래스구로,36200,45.32,0.0,2018.0
강서구,마곡동,마곡13단지힐스테이트마스터,109000,84.98,0.0,2017.0
은평구,대조동,연신내역마에스트로,12000,17.38,25.63,2013.0
양천구,신월동,목동센트럴아이파크위브1단지,76000,59.88,0.0,2020.0
은평구,역촌동,예그리나8차,48200,58.13,29.16,2022.0
중랑구,면목동,누리마루,37000,49.81,29.96,2019.0
강서구,마곡동,마곡엠밸리7단지,106400,84.55,0.0,2014.0
양천구,신정동,목동신시가지13,95000,53.9,0.0,1987.0
양천구,신정동,목동신시가지14,107000,74.19,0.0,1987.0
강동구,천호동,평대미진아파트,38000,48.78,0.0,2003.0
도봉구,창동,주공19단지(창동리버타운),63500,61.52,0.0,1988.0
도봉구,창동,주공19단지(창동리버타운),62000,60.5,0.0,1988.0
성북구,정릉동,갤럭시더정릉,19300,12.33,0.0,2022.0
동대문구,답십리동,청계푸르지오시티,13000,18.92,0.0,2015.0
도봉구,도봉동,진주13,13000,41.22,29.28,1987.0
영등포구,당산동4가,당산현대3차,85000,59.26,0.0,1988.0
서초구,반포동,반포2차ApelBaum,368000,243.7,0.0,2007.0
서초구,반포동,반포미도2차아파트,150000,59.07,0.0,1989.0
서초구,반포동,반포주공1단지,430000,106.26,0.0,1973.0
서대문구,북가좌동,DMC래미안e편한세상,84000,59.97,0.0,2012.0
강남구,대치동,은마,179500,76.79,0.0,1979.0
중구,장충동1가,타워빌라,63000,95.9,50.6,1996.0
영등포구,대림동,,81000,182.28,122.0,1988.0
성동구,옥수동,옥수파크힐스101동~116동,124000,59.91,0.0,2016.0
도봉구,창동,창동주공2단지,47000,49.94,0.0,1990.0
용산구,한남동,(620-79),142000,37.95,27.8,1984.0
구로구,구로동,비즈트위트 오렌지,12000,17.81,26.91,2013.0
강동구,길동,길동청광플러스원큐브1차,11500,19.93,27.73,2012.0
강동구,길동,길동청광플러스원큐브1차,11000,20.45,28.46,2012.0
은평구,진관동,마고정3단지센트레빌(310~322동)BL2-3,112000,167.14,0.0,2009.0
중랑구,면목동,삼성캐스빌,29000,42.27,26.07,2013.0
중랑구,면목동,삼성프라임,21000,26.33,17.45,2017.0
마포구,성산동,월드컵아이파크(667),88000,84.7,0.0,2009.0
은평구,역촌동,예그리나8차,48200,58.13,29.16,2022.0
강서구,마곡동,마곡럭스나인오피스텔,17000,21.87,30.7,2016.0
동작구,흑석동,흑석한강센트레빌,139000,84.84,0.0,2011.0
성동구,행당동,왕십리역이스타빌,21000,26.22,37.52,2006.0
강서구,화곡동,화종빌라,16000,46.96,20.43,1997.0
동작구,상도1동,도원빌라,37500,62.47,37.66,1998.0
서대문구,남가좌동,남가좌동현대,55500,84.78,0.0,1999.0
동대문구,신설동,동광동대문베르빌,15450,28.31,40.72,2004.0
강남구,역삼동,,157500,461.07,183.6,1997.0
노원구,상계동,상계주공4(고층),42200,41.3,0.0,1988.0
강동구,상일동,고덕아르테온,129000,84.93,0.0,2020.0
은평구,대조동,주주베에이,11500,12.25,0.0,2014.0
노원구,상계동,상계주공9(고층),50000,49.94,0.0,1988.0
강남구,일원동,푸른마을아파트101동~111동,123500,59.76,0.0,1994.0
강남구,일원동,푸른마을아파트101동~111동,123500,59.76,0.0,1994.0
송파구,잠실동,트리지움,179000,84.97,0.0,2007.0
강남구,수서동,신동아,85500,33.18,0.0,1992.0
중랑구,상봉동,상일주택,14000,41.1,31.07,1986.0
서대문구,북가좌동,DMC래미안e편한세상,94200,84.95,0.0,2012.0
마포구,상수동,,185000,274.32,136.0,1994.0
송파구,잠실동,트리지움,231000,114.7,0.0,2007.0
용산구,후암동,"아인하우스(1,2동)",47000,26.93,18.05,2021.0
강북구,미아동,예담빌리지,25000,50.93,29.69,2017.0
광진구,중곡동,공간행복(83-7),28700,46.69,27.1,2012.0
강서구,내발산동,마곡수명산파크6단지,76000,84.82,0.0,2007.0
은평구,역촌동,예그리나8차,48450,58.13,29.16,2022.0
서초구,서초동,현대슈퍼빌,330000,214.92,0.0,2003.0
강서구,마곡동,힐스테이트에코 마곡나루역 라마다앙코르 서울마곡,18600,20.84,29.18,2017.0
강서구,화곡동,해온캐슬,24500,26.93,18.84,2019.0
강서구,방화동,	(620-214)	,12000,27.37,40.37,2011.0
중랑구,중화동,성덕하이빌,25500,42.14,39.86,2008.0
도봉구,창동,창동주공3단지(해등마을),69900,61.52,0.0,1990.0
송파구,가락동,헬리오시티,143500,59.96,0.0,2018.0
동작구,상도동,효성주택(201),27500,40.49,27.46,2018.0
송파구,가락동,헬리오시티,148000,59.96,0.0,2018.0
송파구,가락동,헬리오시티,148000,59.96,0.0,2018.0
강남구,역삼동,강남웅진베어스빌,37700,24.25,33.37,2019.0
금천구,시흥동,관악산벽산타운5,53000,84.97,0.0,2004.0
성북구,장위동,래미안포레카운티,70000,84.97,0.0,2021.0
강남구,개포동,성원대치2단지아파트,85800,33.18,0.0,1992.0
강서구,마곡동,힐스테이트에코동익,21000,24.57,35.0,2017.0
강서구,방화동,월드메르디앙101동,52500,76.21,0.0,2004.0
강동구,성내동,인택스파크뷰,27800,45.9,60.14,2003.0
도봉구,창동,창동주공4단지,35000,36.16,0.0,1991.0
종로구,수송동,두산위브파빌리온,30500,37.42,50.2,2004.0
금천구,시흥동,월드맨션,20000,59.45,30.99,2002.0
강동구,천호동,인화빌,58000,58.22,17.7,2022.0
동대문구,장안동,프라하임 장안2차,34300,29.05,32.81,2022.0
은평구,갈현동,수성렉스빌,22000,36.71,22.65,2015.0
동대문구,장안동,청명에버아트3차,47000,52.96,0.0,2017.0
중랑구,면목동,뜨라네,27500,29.19,21.61,2022.0
구로구,구로동,구로두산,40500,44.64,0.0,1998.0
동대문구,장안동,청명에버아트3차,47000,52.96,0.0,2017.0
송파구,문정동,힐스테이트에코송파,18000,21.06,31.38,2017.0
강서구,내발산동,승석하이츠빌라,18700,52.66,28.43,1999.0
강남구,개포동,티드빌라,55500,64.82,36.54,2002.0
은평구,역촌동,예그리나8차,47550,57.04,28.62,2022.0
광진구,구의동,구의현대2단지,130000,84.75,0.0,1996.0
은평구,역촌동,예그리나8차,46500,57.04,28.62,2022.0
은평구,역촌동,예그리나8차,47000,57.04,28.62,2022.0
은평구,역촌동,예그리나8차,47000,57.04,28.62,2022.0
은평구,역촌동,예그리나8차,48700,58.13,29.16,2022.0
은평구,역촌동,예그리나8차,47300,57.04,28.62,2022.0
관악구,봉천동,국회빌라,18500,36.06,29.43,1990.0
중구,황학동,신당역올리브2,12400,23.82,32.35,2004.0
서초구,반포동,래미안 원베일리,1000000,200.93,0.0,0.0
서초구,반포동,래미안 원베일리,1000000,200.93,0.0,0.0
강서구,등촌동,영은빌라트,23500,58.25,26.05,2001.0
강동구,천호동,인화빌,48150,49.06,14.92,2022.0
강동구,천호동,인화빌,31850,29.37,8.93,2022.0
서대문구,홍제동,청구1차,69000,84.78,0.0,1994.0
영등포구,당산동,래미안당산1차,80000,59.97,0.0,1995.0
서초구,잠원동,신반포19,183500,81.01,0.0,1982.0
양천구,신정동,래미안목동아델리체(1326),126000,84.95,0.0,2021.0
강서구,화곡동,기웅베스트빌,22900,54.27,30.88,2002.0
강동구,천호동,인화빌,47600,49.06,14.92,2022.0
성북구,정릉동,정릉2차e-편한세상,69000,59.37,0.0,2009.0
강동구,천호동,인화빌,31700,29.37,8.93,2022.0
강동구,천호동,인화빌,48700,48.69,14.81,2022.0
강동구,천호동,인화빌,30800,29.37,8.93,2022.0
강동구,천호동,인화빌,39000,39.71,12.07,2022.0
강동구,천호동,인화빌,38550,39.71,12.07,2022.0
강동구,천호동,인화빌,31100,29.37,8.93,2022.0
서대문구,대현동,신촌자이엘라,26200,28.3,42.39,2014.0
송파구,송파동,래미안송파파인탑,144000,87.01,0.0,2012.0
성북구,하월곡동,래미안월곡,95400,84.59,0.0,2006.0
강동구,성내동,써미트빌,28000,28.64,19.45,2016.0
동대문구,답십리동,래미안위브,99000,84.98,0.0,2014.0
성북구,정릉동,,52770,49.25,75.0,1985.0
노원구,상계동,초록하이츠빌라A동,41500,73.13,41.94,1996.0
동대문구,장안동,양우 내안애 애플,10300,18.64,28.02,2014.0
강동구,고덕동,래미안힐스테이트고덕,95000,59.35,0.0,2016.0
강남구,자곡동,강남 지웰홈스,18000,23.72,32.95,2014.0
강동구,고덕동,래미안힐스테이트고덕,113000,84.88,0.0,2016.0
은평구,갈현동,어반뷰,28600,39.42,24.81,2018.0
강남구,개포동,성원대치2단지아파트,85800,33.18,0.0,1992.0
금천구,시흥동,에버그린빌A,20000,44.97,25.41,2013.0
금천구,독산동,엘리체(960-11),11500,21.99,10.09,2012.0
강서구,염창동,금호타운,75500,59.88,0.0,1999.0
노원구,중계동,롯데우성,107000,115.26,0.0,1993.0
송파구,장지동,위례24단지(꿈에그린),83000,51.77,0.0,2013.0
도봉구,창동,월가타워,9000,13.09,0.0,2013.0
영등포구,영등포동7가,여의도시티뷰,27825,36.56,10.95,2017.0
강남구,역삼동,역삼 푸르지오 시티,27500,23.9,23.9,2016.0
강동구,둔촌동,네모하우스,38500,53.79,30.36,2015.0
영등포구,영등포동4가,영등포 센트럴 푸르지오 시티,23900,29.75,41.85,2013.0
관악구,신림동,,43200,16.0,26.0,1985.0
은평구,역촌동,예그리나8차,47600,58.13,29.16,2022.0
성북구,장위동,래미안포레카운티,70000,84.97,0.0,2021.0
금천구,시흥동,한미빌라라동,15000,36.36,28.84,1988.0
강서구,마곡동,힐스테이트 에코 마곡역,17500,19.87,29.24,2017.0
송파구,잠실동,리센츠,203300,84.99,0.0,2008.0
종로구,옥인동,옥인,47000,59.23,53.2,1980.0
광진구,자양동,한강성원,90000,59.46,0.0,1997.0
도봉구,창동,월가타워,8500,15.0,0.0,2013.0
노원구,상계동,리언하우스A,18000,51.56,30.55,2005.0
양천구,신월동,목동센트럴아이파크위브1단지,58000,84.97,0.0,2020.0
강남구,개포동,개포주공7단지,245000,83.7,0.0,1983.0
양천구,신정동,미래하이츠,33000,69.95,33.42,2002.0
동대문구,회기동,베라체캠퍼스,24000,24.32,0.0,2013.0
양천구,목동,경남주택5동,15000,36.45,29.9,1986.0
노원구,상계동,보람2단지,59500,68.99,0.0,1988.0
서대문구,북가좌동,북가좌삼호,67000,75.75,0.0,1996.0
관악구,봉천동,(635-81),18500,35.19,24.17,1986.0
강동구,고덕동,고덕그라시움,105000,59.79,0.0,2019.0
강동구,상일동,고덕롯데캐슬베네루체,110000,84.15,0.0,2019.0
노원구,상계동,상계주공4(고층),85000,73.94,0.0,1988.0
은평구,진관동,상림마을6단지푸르지오(615~621동)BL1-6,67000,84.79,0.0,2008.0
양천구,목동,하이페리온2,248000,155.59,0.0,2006.0
동작구,흑석동,흑석한강푸르지오,123500,84.98,0.0,2012.0
노원구,상계동,동아불암,59000,84.9,0.0,1999.0
종로구,숭인동,한서아이빌C동,40000,80.4,34.2,2007.0
서초구,서초동,동양라디안루키,13000,20.5,28.45,2004.0
서초구,내곡동,서초더샵포레,145000,101.31,0.0,2014.0
은평구,갈현동,동인에버빌(493-11),33500,52.82,29.65,2015.0
동대문구,답십리동,두산,72700,84.83,0.0,2000.0
송파구,장지동,위례24단지(꿈에그린),85000,51.77,0.0,2013.0
은평구,역촌동,센트리움,21500,23.49,32.72,2022.0
영등포구,영등포동3가,소담더블린,10500,15.64,27.35,2018.0
용산구,보광동,소망주택,167000,36.78,33.66,1990.0
송파구,장지동,송파더센트레,80000,51.77,0.0,2013.0
중랑구,망우동,한진해모로,50000,84.93,0.0,2007.0
양천구,신월동,신월시영,50000,43.2,0.0,1988.0
영등포구,신길동,힐스테이트클래시안,90000,59.87,0.0,2020.0
서초구,방배동,제네시스빌,35500,38.84,23.69,2015.0
성북구,돈암동,한진(609-1),51000,59.58,0.0,1998.0
은평구,응암동,에이스하임(B동),59500,52.93,31.97,2022.0
영등포구,여의도동,D.S라르,33900,29.94,48.33,2021.0
노원구,공릉동,풍림아파트B,31000,31.32,0.0,2001.0
강동구,명일동,명일우성,142000,133.65,0.0,1986.0
성동구,옥수동,옥수파크힐스101동~116동,135000,59.91,0.0,2016.0
동대문구,휘경동,주공2,45000,39.98,0.0,2001.0
은평구,진관동,은평뉴타운꿈에그린,73000,59.92,0.0,2018.0
강남구,개포동,개포래미안포레스트,166000,59.92,0.0,2020.0
광진구,광장동,현대파크빌,109000,59.55,0.0,2000.0
금천구,시흥동,늘해랑(919-20),29800,46.21,27.85,2017.0
강남구,도곡동,타워팰리스,205000,98.99,98.99,2003.0
강서구,방화동,다온아르떼,26000,29.24,24.16,2022.0
강서구,내발산동,마곡수명산파크4단지,73000,59.84,0.0,2008.0
동대문구,답십리동,청계푸르지오시티,13500,18.92,0.0,2015.0
송파구,가락동,헬리오시티,171500,84.99,0.0,2018.0
노원구,월계동,미성,60500,50.14,0.0,1986.0
노원구,월계동,미성,60000,50.14,0.0,1986.0
은평구,역촌동,대고샤인빌,24450,27.83,15.38,2015.0
양천구,신월동,대광,22000,40.18,38.01,1987.0
강서구,마곡동,마곡엠밸리6단지,115500,84.88,0.0,2014.0
은평구,수색동,DMC롯데캐슬더퍼스트,88500,84.87,0.0,2021.0
서대문구,북아현동,예우빌리지A동,76700,54.93,24.87,2002.0
강서구,방화동,방화투웨니퍼스트,11000,14.4,4.34,2016.0
마포구,성산동,KCC상암스튜디오380,15500,23.09,31.42,2014.0
서대문구,대현동,럭키대현,85000,83.38,0.0,1999.0
노원구,하계동,한신1,52000,44.52,0.0,1988.0
동작구,신대방동,보라매e편한세상,116000,133.3,0.0,2010.0
성북구,정릉동,정릉풍림아이원,45000,59.88,0.0,2005.0
강동구,천호동,천호역 한강 푸르지오시티,16100,25.24,35.91,2015.0
강동구,천호동,천호역 한강 푸르지오시티,17700,25.24,35.91,2015.0
영등포구,대림동,(1101-1),11400,14.81,0.0,2012.0
마포구,성산동,Mt.Parkvill,28500,51.34,24.78,2001.0
구로구,구로동,비즈트위트 레인보우,11000,21.52,32.55,2012.0
송파구,오금동,현대(2-4차),182000,170.32,0.0,1984.0
동작구,사당동,사당휴브리지(206-127),14500,12.42,0.0,2015.0
용산구,한남동,(647-46),119500,21.0,20.0,1986.0
강동구,고덕동,고덕 아이파크,96000,59.99,0.0,2011.0
동작구,흑석동,한강현대,150000,114.44,0.0,1988.0
강북구,수유동,우광(530-80),12750,30.88,29.13,1990.0
성북구,삼선동2가,삼선현대힐스테이트,90000,114.86,0.0,2009.0
성동구,옥수동,삼성,125000,84.82,0.0,1999.0
강북구,미아동,삼성래미안트리베라2단지,88500,84.29,0.0,2010.0
양천구,신정동,푸른마을3,54000,59.91,0.0,2001.0
구로구,구로동,SK허브수,32500,47.16,58.29,2005.0
강서구,화곡동,덕원하이츠,26800,61.05,36.69,1991.0
강동구,둔촌동,삼성아트빌,40000,41.02,23.15,2017.0
강남구,도곡동,도곡렉슬,240000,85.0,0.0,2006.0
송파구,잠실동,트리지움,285000,149.45,0.0,2007.0
강동구,상일동,고덕롯데캐슬베네루체,96000,59.98,0.0,2019.0
송파구,가락동,,235000,442.76,180.0,1989.0
강남구,개포동,삼익대청아파트,133000,60.0,0.0,1992.0
중구,신당동,남산타운,89500,59.94,0.0,2002.0
강동구,천호동,강동역두산위브센티움,15000,31.43,31.43,2004.0
노원구,월계동,삼호4,50000,50.18,0.0,1987.0
강동구,상일동,고덕센트럴IPARK,114500,84.97,0.0,2019.0
강남구,삼성동,	(143-19)	,14000,20.94,30.82,1990.0
노원구,상계동,상계주공7(고층),70000,58.01,0.0,1988.0
마포구,염리동,상록,65000,49.8,0.0,1997.0
강동구,상일동,고덕자이,92000,59.71,0.0,2021.0
은평구,수색동,e편한세상 수색 에코포레,54300,59.9,0.0,2003.0
강동구,상일동,고덕자이,110000,74.82,0.0,2021.0
중랑구,신내동,동성아파트,58000,84.08,0.0,1997.0
동대문구,답십리동,동아,57000,59.88,0.0,2001.0
관악구,신림동,,70500,87.27,109.0,1977.0
마포구,신수동,서강퀸즈하우스,34500,19.5,13.0,2021.0
용산구,용산동2가,서광아트빌,35000,33.91,24.71,2008.0
관악구,봉천동,서울대입구 한양아이클래스,18500,20.77,33.61,
도봉구,창동,동아청솔,85000,84.97,0.0,1997.0
성동구,금호동4가,서울숲푸르지오,186000,84.87,0.0,2007.0
은평구,수색동,DMC롯데캐슬더퍼스트,94000,84.93,0.0,2021.0
은평구,수색동,진흥엣세벨,62000,78.29,0.0,2003.0
강남구,도곡동,우성4,320000,152.74,0.0,1985.0
용산구,원효로1가,용산더프라임,152500,84.98,0.0,2014.0
관악구,봉천동,관악드림(동아),64800,60.0,0.0,2003.0
양천구,신월동,장수마을2단지동원데쟈뷰,66000,84.01,0.0,2007.0
영등포구,영등포동2가,두리하임,23800,27.18,10.0,2016.0
동작구,사당동,트윈B동,30500,37.74,24.79,2013.0
광진구,중곡동,성원그린빌,27500,44.44,29.01,2002.0
송파구,문정동,성일빌리지,38000,59.7,33.85,2009.0
관악구,봉천동,관악캠퍼스타워,15000,24.96,0.0,1998.0
강북구,미아동,두산위브트레지움,75500,84.92,0.0,2011.0
서초구,서초동,urbanplace,21000,21.0,0.0,2014.0
강동구,둔촌동,둔촌푸르지오,119000,84.9,0.0,2010.0
영등포구,여의도동,(주)신한 여의도 드림리버 오피스텔,24000,24.5,36.7,2019.0
송파구,장지동,송파더센트레,75800,51.77,0.0,2013.0
도봉구,창동,월가타워,9850,13.09,0.0,2013.0
송파구,가락동,가락금호아파트,112500,85.0,0.0,1997.0
동작구,상도동,(279-474),24000,51.78,29.53,1999.0
성동구,행당동,행당한진타운,118000,114.62,0.0,2000.0
송파구,가락동,가락스타클래스,103000,115.94,0.0,2007.0
도봉구,창동,창동주공4단지,45000,49.94,0.0,1991.0
송파구,가락동,가락쌍용(2차),88000,59.88,0.0,1999.0
마포구,창전동,오스카빌A동,59700,71.1,33.74,2012.0
송파구,가락동,헬리오시티,180000,84.98,0.0,2018.0
마포구,신공덕동,신공덕래미안2차,84750,59.48,0.0,2000.0
마포구,신공덕동,신공덕아이파크,119000,84.96,0.0,2013.0
은평구,갈현동,예건파크빌,25000,45.6,27.27,2013.0
영등포구,신길동,신길파크자이,90000,59.95,0.0,2022.0
강남구,논현동,첼시하우스2,16400,18.27,11.32,2015.0
동대문구,용두동,래미안 허브리츠,79000,59.9,0.0,2011.0
강서구,화곡동,강서 동도센트리움,10100,19.57,27.49,2012.0
송파구,가락동,헬리오시티,158000,84.96,0.0,2018.0
노원구,중계동,신동아(366),110000,115.35,0.0,1993.0
송파구,잠실동,주공아파트 5단지,232300,82.51,0.0,1978.0
노원구,중계동,주공8,48000,49.72,0.0,1993.0
강서구,방화동,신마곡벽산블루밍,87000,84.92,0.0,2020.0
금천구,독산동,신명자이빌,26000,59.59,25.45,2007.0
마포구,상수동,래미안밤섬리베뉴Ⅰ,150000,84.99,0.0,2014.0
양천구,신월동,퀸즈팰리스,17000,27.4,17.6,2017.0
동대문구,답십리동,그린빌라,26500,49.75,25.51,1996.0
동대문구,답십리동,그린빌라,26500,49.75,25.51,1996.0
강남구,개포동,래미안블레스티지,171000,59.97,0.0,2019.0
동대문구,이문동,신이문금호어울림,69500,84.84,0.0,2008.0
서대문구,대현동,신촌자이엘라,26500,28.3,42.39,2014.0
서대문구,대현동,신촌자이엘라,26850,29.45,44.11,2014.0
동대문구,이문동,쌍용,62000,59.99,0.0,2000.0
동대문구,답십리동,래미안위브,104000,84.98,0.0,2014.0
동대문구,답십리동,래미안위브,97000,84.99,0.0,2014.0
은평구,신사동,금강블루,26000,29.01,18.82,2022.0
송파구,삼전동,(17-5),23500,23.1,11.23,2002.0
종로구,혜화동,아마레스,37000,41.61,30.32,2010.0
은평구,진관동,은평뉴타운엘크루,60000,59.98,0.0,2017.0
관악구,봉천동,그랜져빌라3차,21000,39.01,17.54,1993.0
성북구,장위동,래미안포레카운티,83500,84.97,0.0,2021.0
은평구,구산동,양지그린파크,21500,59.57,32.48,1998.0
중랑구,중화동,한신아파트(101~102),60000,59.76,0.0,1998.0
용산구,보광동,리버빌(삼성),140000,84.74,0.0,2000.0
강북구,미아동,에스케이북한산시티,60500,84.71,0.0,2004.0
강동구,성내동,에스케이허브진,34000,33.71,0.0,2004.0
영등포구,영등포동7가,훼미리하우스117,13300,16.98,0.0,2012.0
송파구,가락동,헬리오시티,175000,84.98,0.0,2018.0
송파구,가락동,헬리오시티,180000,84.98,0.0,2018.0
강서구,내발산동,마곡수명산파크1단지,90000,84.53,0.0,2007.0
송파구,잠실동,주공아파트 5단지,244600,82.51,0.0,1978.0
관악구,봉천동,기린빌라,15000,41.0,19.18,1996.0
관악구,봉천동,기린빌라,15000,41.0,19.18,1996.0
강남구,역삼동,요진와이시티미니,14000,12.94,0.0,2012.0
구로구,천왕동,천왕연지타운2단지,74000,84.9,0.0,2014.0
양천구,목동,예지팰리스92차,40000,54.39,37.34,2018.0
서대문구,대현동,영타운 지웰 에스테이트,18300,20.37,31.79,2017.0
강서구,염창동,현대3,59500,59.92,0.0,1996.0
강서구,화곡동,한강베스트빌,14800,29.55,23.8,2010.0
동대문구,휘경동,휘경동 코업레지던스,6600,13.86,19.02,2002.0
송파구,잠실동,주공아파트 5단지,238600,82.61,0.0,1978.0
광진구,중곡동,리안빌(289-9),42000,78.77,45.36,2011.0
동대문구,용두동,롯데캐슬피렌체,32000,26.08,0.0,2009.0
송파구,잠실동,주공아파트 5단지,247600,82.61,0.0,1978.0
마포구,동교동,파라다이스텔,25000,34.86,49.15,2003.0
성북구,길음동,길음뉴타운6단지(래미안),92500,84.05,0.0,2007.0
중구,황학동,올리브1,13000,25.05,35.9,2004.0
강서구,내발산동,마곡수명산파크4단지,73000,59.84,0.0,2008.0
영등포구,문래동5가,명지 페르마타,10900,25.93,35.2,2004.0
양천구,신정동,목동신시가지10,174000,105.58,0.0,1987.0
